기타_용도_분리,Total Count
버섯보관창고,7
자연발효식축사,7
농기계공동보관,7
톱밥깔집우사,7
농업용자재창고,7
메주가공공장,7
주택및위락시설,7
및대피소,7
차고사무실,7
단독주택형다가구주택,7
및제1종근생,7
먹이통로,7
수소액화플랜트,7
사료저장소,7
7동,7
화장실1,7
교수회관,7
투입실,7
공용통로,7
수양원,7
골프크럽하우스,7
경로당1,7
농사용창고시설,7
벼저장창고,7
당나귀사육사,7
해태건조공장,7
다가구주택및2종근린생활시설,7
그라비아,7
업무시설및공동주택,7
취사,7
동물및식물과련시설,7
다가구및소매점,7
주차장계단실,7
일반사무실,7
일밤음식점,7
단독주택용다가구주택,7
청소년공부방,7
야외휴게실,7
강의장,7
세차설비,7
농산물건조시설,7
스크린,7
adsorber,7
utility,7
펌프하우스,7
부동산,7
노유자시설및,7
기계식주차기,7
예냉실,7
동물관련시설및,7
맘스키즈카페,7
농기구보관,7
96주거환경,7
육가공공장,7
마을공동휴게소,7
자동차용액화석유가스충전소,7
배섯재배사,7
버섯제배사,7
연립주택및근린시설,7
화약류제조소및저장소,7
전통시장,7
기타묘지관련시설,7
제2종근린생활시설시설,7
사무소부속창고,7
크링카저장싸이로,7
주택및농가창고,7
공장및화장실,7
동창고,7
마을공동화장실,7
전화자동기기보존실,7
주민회관,7
용역원,7
단독주택4가구용,7
재활용품저장소,7
72세대,7
분석동,7
상업용,7
방문자센터,7
2층주택,7
로라스케이트장,7
야외휴게소,7
다목적공간,7
횟집,7
근생시설및주택,7
3주택,7
tank,7
관광숙박,7
식품제조가공,7
전원주택,7
근린생활시설및주택4가구,7
집단에너지공급사업,7
농어가용주택,7
축산관련시설,7
어류양식장,7
새마을공동작업장,7
가스기계실,7
도시형연립주택,7
어린이승강장,7
양만장,7
복합건물,7
창고주택,7
주거형,7
지동차관련시설,7
마을공동휴게시설,7
다가구3가구용,7
종합사회복지관,7
관리사창고,7
사회적기업공간,7
음식물쓰레기,7
표시변경,7
동물사,7
근린생활시설점포,7
tms실,7
가공처리장,7
중대본부사무실,7
에이동,7
에이,7
분처리장,7
액비저장시설,7
가마,7
유류탱크실,7
제설자재창고,7
젖소사,7
버섯재배사및작물재배사,6
유선통신장치제조업,6
전통초가,6
중합동,6
숙박시설외1용도,6
스크랩보관장,6
농가주택및점포,6
폐기물처리실,6
환경측정실,6
위험물관련시설,6
가축분뇨공공처리시설,6
연립상가,6
농기계수리쎈타,6
폐품창고,6
대학원대학,6
교육동,6
축산업창고,6
제근린생활시설,6
공동퇴비장,6
사무소및다가구주택,6
배터리실,6
문화및집회서설,6
역,6
유기질비료제조공장,6
단독주택제,6
계근장,6
도시락제조공장,6
부동산소개업소,6
및자동차관련시설,6
신,6
압축기동,6
lpg가스저장소,6
40호,6
76,6
접골원,6
부두대합실,6
용기보관창고,6
tv중계소,6
근로자휴게공간,6
농가주택개량,6
주거겸용,6
가족운동실,6
효친실,6
여과지동,6
4실,6
park,6
지진관측소,6
버스정류장,6
미금초등학교,6
임대연립주택,6
간이양수장,6
주단독택,6
웰컴라운지,6
레미콘제조장,6
동물관련시설축사,6
식물및,6
제2종근린셍활시설,6
시동대피소,6
재활용수집소,6
경비원휴게시설,6
민속관,6
육아용품나눔터,6
어가창고,6
어민회관,6
농작업휴식실,6
유류판매장,6
시험,6
일반소매시장,6
장비보관창고,6
세차실,6
선별작업장,6
주민공동실,6
우수조기계실,6
고객대기실,6
분석기실at,6
레미콘제조,6
액화석유가스취급소,6
자재실,6
원룸형14세대,6
남한행궁상궐,6
식품제조가공공장,6
농구사,6
육아원,6
속셈,6
사원식당,6
신고소,6
예냉창고,6
교직원,6
단독주택제2종근린생활시설,6
영유아보육,6
대학교기숙사,6
이동,6
주민공공시설,6
일용품소매점및주택,6
농수산물자재창고,6
재활용분리보관창고,6
교육연구연구및복지시설,6
가축분뇨처리,6
노모당,6
주방및식탁용목제품,6
꽃불류저장소,6
다중주택및제2종근린생활시설,6
계사및계분장,6
분류장,6
및근,6
제1종근린생활시설및숙박시설,6
과자공장,6
미역염장공장,6
축산폐수공동처리장,6
직원관사,6
건조실및창고,6
인공암벽장,6
2호관,6
비가림막,6
부속된,6
건초보관창고,6
일반기숙사,6
요금소,6
행정,6
주택및여관,6
압축공기실,6
보일러실및화장실,6
위허물저장,6
인터넷컴퓨터게임제공업소,6
chiller,6
농업기계수리시설,6
위험물저장및취급시설,6
문중제실,6
10동,6
천문대,6
떡,6
농수산창고,6
경기장,6
연결계단,6
감시제어실,6
jc,6
사무소및기숙사,6
39,6
외3용도,6
풋살경기장,6
수유실,6
2종근린새활시설,6
소독소,6
공용부,6
원료저장고,6
근린생활시설및단독주택3가구,6
근린생활시설및단독주택7가구용,6
맨션,6
진산공업고등학교,6
농업용기계실,6
치잠공동사육장,6
곡물건조기실,6
직통계단실,6
업무시설및아파트,6
항공기정비시설,6
1차변전실,6
관광팬션,6
오배수펌프실,6
집진설비실,6
육성돈사,6
볕집창고,6
frp조선소,6
주택및근생시설,6
타조사육장,6
그외기타분류안된섬유제품제조업,6
폐수,6
폐유저장소,6
19실,6
임가공업,6
제과공장,6
전기동,6
화공품고,6
60호,6
건재상,6
금속판,6
외3건,6
기계실및,6
근린시설및다가구주택,6
오피스텔및,6
연수실,6
커뮤니티홀,6
부락공동,6
골판지,6
주유동,6
우분건조장,6
발효퇴비사,6
않은,6
원동기실,6
세멘벽돌,6
근생및다중주택,6
공압실,6
법회실,6
화물유통시설,6
및부대복리시설,6
농특산품판매점,6
농임업창고,6
방가로7평,6
소화호스실,6
단독주택14가구,6
공급시설,6
즈택,6
위험물취급및저장시설,6
위락시설외1,6
마을공동농업용창고,6
12실,6
deluge,6
문화및복지시설,6
철물제조업,6
제1종근린행활시설,6
일반공장및,6
국수제조장,6
b단지,6
u,6
주민쉼터,6
직장보육시설,6
부동산중계업소,6
영어마을,6
린넨실,6
회랑형봉안담,6
비품실,6
축산물,6
화물용승강기,6
탁아시설,6
구,6
조립식판넬,6
육가공,6
기타위험물저장및처리시설,6
보링장,6
원료공급실,6
효친시설,6
가사실,6
노유자시설및근린공공시설,6
소매점창고,6
전기집진기실,6
2차변전실,6
간이조정실,6
아파트및부대시설,6
공용쉐어,6
판매시설외2,6
염창고,6
주택및1종근린생활시설,6
공동주택시설,6
냉동보관창고,6
농수산업용시설,6
영업용및근린생활시설,6
자동차관련시설및단독주택,6
유류보관창고,6
주차장관리소,6
잡용,6
수산업용,6
축사및화장실,6
다세대주택5세대,6
아파트외,6
부속창고2,6
첨단업종공장,6
교직원식당,6
저장동,6
lube,6
원룸형24세대,6
민방위급수시설,6
퇴바사,6
약품투입동,6
근린생활서설,6
안내동,6
main,6
폐백실,6
목양실,6
근린시설주택,6
용왕각,6
공정실,6
사업,6
제조업소및,6
계류사,6
제2종종근린생활시설,6
검사고,6
도시형생활단지형다세대주택,6
부속가,6
셀터,6
근생및창고,6
농기구서비스센타,6
상업소,6
상가및점포,6
농업용창고및관리사,6
동서명문,6
시내버스공영차고지,6
전신전화기계실,6
화약창고,6
조,6
묘막,6
식당및숙소,6
주택및일용품소매점,6
창고및소매점,6
인형제조업,6
95농촌주택개량,6
오피스텔및근린생활시설,6
수산업용창고,6
blower실,6
다가구단독,6
개선사업분,6
22호,6
농민상담소,6
소방소,6
점포및단독주택,6
농기구사,6
플라스틱,6
깨스실,6
분쇄공장,6
포치,6
정수장기계실,6
다세대주책,6
노휴제,6
키즈,6
근린공공시설외,6
임산물집하장,6
농산물판매,6
장애인용,6
영림관리사,6
육추실,6
다실,6
6실,6
달리분류되지,6
보안초소,6
비파괴검사실,6
근무자대기실,6
단독주택및공장,6
농업용주택및,6
농산물냉장창고,6
택배물보관소,6
근린생활시설및다중주택,6
산불대응센터,6
역본체,6
제설시설,6
장실,6
않는,6
원격교환장치,6
다가구6,6
경찰관숙소,6
자재적재장,6
경로정,6
제1종근생및,6
203동,6
선박수리공장,6
전통식품가공공장,6
주차장및,6
농수산물간이집하장,6
교수실,6
하천부대시설,6
초가동,6
mfc,6
lpg창고,6
고철가공처리업,6
출하,6
관리사무동,6
약품주입실,6
빵제조업,6
전,6
안경제조업,6
재활용분리창고,6
과수저장창고,6
operator,6
종이제조업,6
감물염색작업장,6
계사및퇴비사,6
게스트하우스1,6
공용세탁장,6
밧자타워,6
종중제각,6
별동,6
2종근린생활설,6
윤활유창고,6
연결다리,6
목사사택,6
교반실,6
문방구,6
사무실및회의실,6
디자인학원,6
직원,6
업종,6
전기창고,6
옥외e,6
주차장등,6
정려각,6
리코세,6
관림집회시설,6
지역특산물가공작업장,6
아파트주택,6
비육우사,6
변전실동,6
냉방데크기계실,6
공공임대주택,6
셔틀코어,6
주택11가구,6
생굴가공,6
부락공동작업장,6
문화재시설,6
새마을도정공장,6
도자기제조업,6
다가구주택6,6
차량냉동기,6
영농창고,6
지하도,6
주낵,6
공장부속창고,6
콤푸레셔실,6
학교교육연구시설,6
rt룸,6
해군회관,6
상가홀,6
유입펌프장,6
애누에,6
감귤보관창고,6
고속도로휴게소,6
근린생할시설및주택,6
도색장,6
유류저장탱크,6
재활용생활폐기물보관소,6
일반음식점및다가구주택,6
27,6
94년,6
세대,6
여성복지회관,6
11동,6
재활용센터,6
화징실,6
부대및복리시설,6
e공장,6
키즈도서관,6
연예장,6
충전소캐노피,6
근생용,6
72호,6
계량기실,6
노인양로시설,6
태양광발전사업,6
다목적마을회관,6
관광호스텔,6
카누카약장,6
대피통로,6
공동주택외2건,6
영구임대,6
생태체험관,6
제2종근란생활시설,6
사사,6
재활용쓰레기보관소,6
동물관련시설및관리사,6
다가구9,6
주방및식탁용목재품제조업,6
배기타워,6
마을공동축사,6
제품보관,6
육아종합지원센터,6
개방식우사,6
축사퇴비사,6
분뇨탱크,6
가바나실,6
목공예작업장,6
공공근린생활시설,6
농어촌민박시설,6
의복제조업,6
미곡건조장,6
급수,6
특산물,6
글램핑장,6
파쇄장,6
엽연초,6
제2종근린생활시설및도시형생활주택,6
66세대,6
커뮤니티룸,6
조립실,6
우수관리실,6
28호,6
근린시설생활,6
체능계학원,6
26,6
근린생활설,6
예체능계,6
다중주택및,6
금융,6
공장용사무실,6
밀싸이로,6
연립4세대,6
94농가주택,6
120세대,6
보호자대기소,6
자동차부품상,6
위험물처장및처리시설,6
발전설비,6
6개소,6
다세대10세대,6
여객선터미널,6
대피공간,6
주민공방,6
관광펜션업,6
청과물시장,6
부속창고시설,6
화장실및욕실,6
분류되지,6
침구제조업,6
지식산업센타,6
체육관동,6
종업원후생복지시설,6
병실,6
관리인사택,6
수도가압장,6
여과지상옥,6
도시형생활시설,6
검역소,6
임업용,6
판매실,6
행정실,6
dvd룸,6
다,6
개량사업,6
208동,6
44세대,6
취사용가스판매장,6
주산,6
기름탱크실,6
스레기처리시설,6
액화,6
도료류판매소,6
식당및매점,6
돈분처리시설,6
연료전지,6
금속장치물,6
98농가주택,6
79세대,6
표고건조실,6
제1종근린생활시설제1종근린생활시설,6
작업동,6
제조업소및단독주택,6
공작물탱크,6
염장공장,6
배수관련시설,6
마을회관및경노당,6
g집회시설,6
엔진공장,6
계단실1,6
중계탑,6
농산물보관소,6
콤프레서실,6
농업용주택및농업용창고,6
비동,6
기타근생,6
선별창고,6
과수선별장,6
건설자재창고,6
종합관리동,6
탈곡장,6
box,6
어판장,6
일반목재,6
수산물점포,6
농기계수리공장,6
핏트,6
주민라운지,6
배구장,6
후생복지관,6
탱크저장소,6
펌,6
에스컬레이터,6
근생생활시설,6
빗물저수조펌프실,6
주택및건조실,6
쓰레기처리서설,6
단독2가구,6
1종2종근린생활시설,6
열관리실,6
지붕pit,6
폐수펌프실,6
회관및경노당,6
97농촌주거환경개선사업분,6
간판및광고물제조업,6
1종근린생할시설,6
전화국기계실,6
마을농기계보관창고,6
자동전화기기보존실,6
탈의,6
사무소및일반음식점,6
재당,6
버스차고지,6
생시설및,6
공용복도,6
종교사찰,6
3건,6
공자,6
살균실,6
멀티미디어룸,6
화장실2,6
개방형우사,6
창고및물탱크실,6
교회생활관,6
지하수조,6
스케이트장,6
미술실,6
신호계전기실,6
예비군중대,6
재활용집하장,6
방음기실,6
75,6
경정장,6
폭기조,6
물류센터,6
운동장본부석,6
장식용,6
둥식물관련시설,6
이글루,6
병종주택,6
황토체험실,6
주문대,6
재활용품분리장,6
식물관련시설외1,6
농업인용,6
제품상차장,6
공동보관,6
31,6
교육연수원,6
구들방,6
lg,6
영수학원,6
공동식당,6
측정소,6
1층근린생활시설,6
공중,6
95년도,6
마을경노당,6
어린이공원,6
2종근린생활시설및노유자시설,6
다목적체육시설,6
gx실,6
옥외위험물저장소,6
작은독서실,6
타이탄4,6
홍보실,6
유흥업소,6
95주택개량대상자,6
경로당및,6
ba,6
근린생활시설외3,6
카트보관소,6
농산물집하창고,6
테라스하우스,6
주택및돈사,6
주택8가구,6
변소및보일러실,6
농업생산창고,6
제2종근린생활시설및업무시설,6
골재보관창고,6
59세대,6
기재신청,6
변소및욕실,6
옥외휴게실,6
기타근린공공시설,6
티하우스1,6
야외취사장,6
발효시설,6
일바음식점,6
가공작업장,6
36호,6
침사지,6
05,6
생활지원센터,6
기자재보관,6
근린공공시설및,6
용역대기실,6
단지내,6
전복,6
가내공장,6
제1존근린생활시설,6
노조사무실,6
스마트멀티룸,6
먹이통,6
선별처리장,6
수산물보관,6
73,6
42,6
세차,6
차량,6
파렛트창고,5
수도계량기실,5
아파트및상가,5
숙박시설외1건,5
주택및회의실,5
전업농어가주택,5
일반목구조,5
차고부속시설,5
농업용창고및저온저장고,5
숙박시설외3,5
주차장비가림시설,5
및복지시설,5
향사,5
71세대,5
소유자등록,5
주택1,5
96정주권주택,5
자원순환관리시설,5
전기발전실,5
펌프및열교환실,5
가스용기저장소,5
중앙도서관,5
지서사무실,5
녹지관리초소,5
선탄장,5
훈련탑,5
과수일반저장고,5
주민동아리실,5
버섯종균배양사,5
어류배양장,5
전망대매점,5
스터디카페,5
우수저수조관리층,5
식품가공시설,5
락카,5
트랙동창고,5
임산물가공,5
정비공업사,5
포장공장,5
공용로비,5
부속물탱크실,5
철문및,5
목용탕,5
점검층,5
분류되지않는,5
어선신고소,5
창고및계단실,5
코디네이터룸,5
판매및영업시설외,5
도복도,5
업무실,5
염장탱크,5
돼지,5
소화호스보관소,5
마을공동목욕탕,5
천뗍領,5
시설물,5
제습실,5
갤러리,5
관람집회실,5
154kv변전실,5
건조공장,5
95농촌주택개량대상자,5
축사및창고시설,5
린생활시설,5
절각장,5
누동분교,5
태양광발전실,5
자원관련순환시설,5
수산종묘생산시설,5
애누에공동잠실,5
톱밥공장,5
lpg충전소사무실,5
학교건물,5
어린이집2,5
음식물처리실,5
국수공장,5
크링카저장고,5
다가구및제1종근린생활시설,5
농산물가공처리공장,5
가축창고,5
먹이창고,5
양곡건조장,5
식품보관,5
및우분장,5
sub,5
제2종근린샌활시설,5
농협청사,5
장판각,5
접객실,5
천주교공소,5
lpg저장탱크,5
도시형생활주택원룸형주택,5
탐방안내소,5
염색공장,5
물놀이장,5
부속작업장,5
돈분창고,5
노인회,5
운수부대시설,5
전당포,5
교양시설,5
제사당,5
환경미화원,5
교육훈련,5
고시원및사무소,5
근로청소년회관,5
제2종근린생활사설,5
세척고,5
주거환경개선사업,5
달리분류되지않은,5
밀,5
탈취휀실,5
52,5
정화시설,5
및축사,5
마을체험장,5
파지보관소,5
음식점및소매점,5
창고기설,5
메추리,5
업부시설,5
사회복지지설,5
공장및부속시설,5
농업인건강관리실,5
지붕위태양광,5
지하주차장p1,5
농기계및농산물보관창고,5
생활폐기물보관창고,5
아파트및점포,5
다세데,5
경찰출장소,5
마을공동체험관,5
축산폐수시설,5
분창고,5
태양광발전설비부대시설,5
지상elev,5
농어업창고,5
분리,5
농가주택창고,5
볏짚사,5
부엌및욕실,5
가스기관실,5
커뮤니티라운지,5
부분정비업,5
농산물저온저장,5
제조업소및주택,5
근린생활시설및기숙사,5
식품점,5
사장,5
제작,5
광고탑,5
근린생활시설및위험물저장및처리시설,5
재활용품분리수거장,5
톱밥발효우사및,5
복리후생관,5
화장실동,5
예,5
일용품소매,5
여과조,5
소화수조,5
야냉육묘장,5
고시학원,5
시멘트벽돌,5
서실,5
시무소,5
샤워탈의실,5
인터넷컴퓨터게임시설,5
기계적처리시설,5
집선장치,5
업무시설외1용도,5
두부,5
돈사및,5
근린생홀시설,5
structure,5
84세대,5
세탁업,5
도시형생활주택14세대,5
약품저장소,5
가변형축사,5
농업기계보관창고,5
아파트18세대,5
동물검역시설,5
기타사회복지시설,5
연립주택8세대,5
농업인복지회관,5
회관및경로당,5
김치가공공장,5
전기충전시설,5
우수저류시설,5
마을회의실,5
6가구주택,5
가축방역소독시설,5
농산물선과장,5
통합로비,5
생활및구매시설,5
약재창고,5
배양시설,5
배양동,5
종교및집회시설,5
101세대,5
영선실,5
300,5
정화조관리,5
우수조점검층,5
어업용주택,5
창고및통로,5
system,5
창고사무실,5
as,5
출하동,5
자동차전시장,5
지원사업,5
체력단력장,5
치안센터,5
비지니스센터,5
100,5
정수지,5
광산부대시설,5
지열실,5
마을하수처리시설,5
원룸형6세대,5
주자창,5
노인전문요양시설,5
chip,5
약품,5
일반식당,5
휴식시설,5
자동차매매상사,5
농어가시설,5
우체국관사,5
디형,5
공동주택외1용도,5
통로차양,5
전분공장,5
교육연구시설외3,5
기숙학원,5
어린이놀이집,5
민박주택,5
곡물가공품제조업,5
점검구,5
창의센터,5
주택겸창고,5
벼놋,5
단지형다세대주택및오피스텔,5
다가구용단도주택,5
침출수펌프장,5
냉동저장창고,5
농가부속창고,5
이동통신시설,5
직물제조업,5
부수되는시설,5
자전거,5
우수저류조기계실,5
전기관리실,5
화초,5
2종근린생활및주택,5
단층변소,5
농산물산지유통센터,5
온수기실,5
개사육,5
흑염소사육장,5
정비업소,5
농산물하치장,5
계사및관리사,5
쓰레기하치장,5
음식물류폐기물처리시설,5
외6,5
탈수장,5
부식고,5
정압기,5
슈퍼마,5
완충저류시설,5
클린룸,5
정비업,5
교사실,5
실내승마장,5
피난계단실,5
제2종근린생화리설,5
쇼핑센타,5
맘스테이,5
08,5
기계실및전화교환실,5
관광휴게시실,5
피부미용실,5
주차경사로,5
곡분과자제조업,5
협동,5
지도소사무실,5
공동주텍,5
도매점,5
97농촌주택개량,5
일반공장및사무실,5
어음정,5
경비원아파트,5
관리사무실및노인정,5
제조업수리점,5
농수산물냉동창고,5
의료시설외1,5
펠레타이징룸,5
자동차관련시설및사무실,5
목욕탕및주택,5
90세대,5
다가구주택11,5
녹차가공제조업소,5
가스정압소,5
창고시설외1건,5
옥내탱크저장소,5
유원시설업,5
농산물제조업,5
구조용금속판제조업,5
선로반,5
차고및주택,5
지하3층주차장,5
다가구및사무소,5
실외,5
지목변경불가,5
수도공급설비,5
봉제제조업,5
동남아파트,5
남한행궁좌전,5
정부지원,5
2종근린생활시설및업무시설,5
정비차고,5
식품제조가공시설,5
소규모,5
정화조중간관리층,5
가공장,5
청소원휴게실,5
고추방앗간,5
주택및휴게음식점,5
선,5
목재품제조업,5
기계조작실,5
북까페,5
작업장및,5
부속온실,5
bd,5
프,5
급수펌프실,5
버섯재배실,5
독신숙소,5
보호작업장,5
관리인,5
의료실,5
농기계정비실,5
엘리베이터홀,5
농가주택1동,5
냉방데크,5
민속마을,5
정부양곡창고,5
어망어구보관창고,5
금속가공,5
근린생활시설및오피스텔,5
농업용창고및건조장,5
옥외승강장,5
임대형기숙사,5
자원회수시설,5
7구획,5
관광지에,5
예비실,5
근로자대기실,5
부속공장,5
곳감건조장,5
제1ㆍ2종,5
미술강습소,5
탱크터미널,5
이용시설,5
축산업용,5
호프건조장,5
부지,5
식품가공제조업,5
2종근생및자동차관련시설,5
통제,5
사무실창고,5
블록조,5
방과후돌봄,5
타이어수리점,5
112,5
폐유저장고,5
미역건조장,5
프라스틱,5
노유시설,5
영산전,5
gis,5
문구용지제조업,5
및교육연구시설,5
영선반,5
제1종근린생활시설소매점,5
창고시설및제1종근린생활시설,5
수지공장,5
가스용기보관소,5
방제센터,5
축사관리실,5
석고저장고,5
집수조,5
예비군,5
가스판매시설,5
효친아파트,5
기숙사식당,5
종합사무실,5
양파저장고,5
도시형생활주택및,5
동물관련시설외1,5
주택부속건물,5
팬션형,5
타일,5
축양장관리사,5
해태포자배양장,5
장애인생활시설,5
단녹주택,5
관광휴양시설,5
쓰레기수집장,5
지하저수조펌프실,5
출하과사무실,5
골프클럽하우스,5
근린상가,5
주민복지회관,5
관리사무소및,5
정주권개발사업,5
지함제조,5
유량조정조,5
계란보관창고,5
농협연쇄점,5
자가창고,5
농산물수집장,5
고추건조기,5
교육연구및복지설,5
농구장,5
동물원사무실,5
미역,5
제2종근근린생활시설,5
49세대,5
지하펌프실,5
원숭이사,5
207동,5
144,5
전각,5
종말처리장,5
일반철물제조,5
유,5
기자재,5
연구실험실,5
캐노피동,5
9실,5
역세권청년주택,5
제조업및사무실,5
다구용단독주택,5
목욕탕및,5
에프,5
고객센터,5
인쇄실,5
개별창고,5
국방시설,5
철물점,5
농수산물가공및처리시설,5
사무소건,5
음악학원,5
탐조등,5
미화원실,5
주상복합상가,5
다세대12세대,5
키즈놀이터,5
숙발시설,5
주민휴게공간,5
메주공장,5
계량장,5
실버요양원,5
제2종글린생활시설,5
착량묘,5
제205호,5
교육연구지원시설,5
단독주택9가구용,5
및근린,5
계단실2,5
점포및공동주택,5
농산물처리장,5
자동제어반제조업,5
일반차량정비고,5
소매점및의원,5
공중샤워장,5
마을공동농촌체험장,5
교직원연립사택,5
교사시설,5
다가구용단독주택6가구,5
의용소방대격납고,5
실내체육시설,5
아래체,5
장애자복지시설,5
기계전기,5
저류조기계실,5
김치,5
오피스텔용,5
비금속광물제품제조업,5
목재가구제조장,5
쿨링타워,5
와가,5
02,5
상황실,5
간이취사장,5
세륜장,5
블럭제조공장,5
일반형,5
공동체주택,5
대추건조장,5
일용품판매,5
폄프실,5
택지4,5
감량화시설,5
배,5
유물관,5
c형,5
회의소,5
한지공장,5
근린생시설,5
유아실,5
퇴비사및퇴비저장시설,5
물품소매점,5
과실저장창고,5
농산물가공창고,5
다가구10,5
관리초소,5
다가구주택및주차장,5
처마,5
근생및교육연구시설,5
완제품보관,5
도자기공방,5
제2종근린생활시설단독주택,5
적하장,5
급수동,5
실험장,5
한옥체험관,5
교육용,5
외곽경비소,5
공동주택및부대복리시설,5
주말농장,5
운동장관람석캐노피,5
부품,5
정수처리실,5
육상전복양식장,5
악취분진저감시설,5
비내화모르타르제조업,5
어린이집1,5
열처리공장,5
다가구주택및근린시설,5
자동차관리시설,5
화초및분재등의온실,5
상품전시창고,5
개선반,5
개량변소,5
폐기물보관고,5
준농림지역,5
가스취급소,5
b형,5
실험실습실,5
노인정및관리실,5
제2증근린생활시설,5
조선공장,5
공병창고,5
근린활시설,5
음악당,5
열교환기,5
탈병실,5
미술작업실,5
국수제조,5
빙고,5
김가공제조업,5
에어리프트실,5
노인주간보호센터,5
이동전화기지국,5
합기도장,5
고액분리실,5
가스판매,5
영업및판매시설,5
filter,5
사료제조공장,5
농산물체험장,5
우사통로,5
근린생활시설다가구주택,5
형,5
우사1동,5
2종근린생,5
근린생활시설및단독주택1가구,5
한우사육시설,5
취급시설,5
94주택개량,5
64세대,5
보제루,5
농업시설물,5
작업장및주택,5
180세대,5
주택및농가용창고,5
4세대주택,5
약초재배사,5
아토피치유체험장,5
숙박시설및단독주택,5
농산물처리작업장,5
운동시설외2,5
원료투입구,5
도시형생활주택원룸,5
양수장관리사,5
일반제조업,5
간이vtr중계소,5
우사시설,5
동물및시물관련시설,5
검사동,5
2종근린생활시설및위락시설,5
94농촌주택개량대상,5
사랑,5
80세대,5
어린이승하차장,5
블럭공장,5
다가구주택및근,5
조례대지붕,5
농수산물직판장,5
정차장,5
종묘,5
근린생활시설외2건,5
57,5
태권도도장,5
야외강의장,5
옥외수영장,5
기계실등,5
psa,5
제2종근린생확시설,5
경비실및,5
재래식,5
공장및휴게실,5
제2종및제1종근린생활시설,5
빨래건조장,5
오피스텔3호,5
맘,5
종당,5
충효각,5
substation,5
자동전화기기,5
비상대기소,5
자동차정비고,5
폐기물처리,5
v실,5
hdpe,5
주택개량사업,5
펌프기계실,5
제2종근린생활시설일반음식점,5
지역정압기실,5
대회의실,5
숙소및,5
지상엘리베이터,5
농약보관창고,5
단독주택및기타,5
체험객실,5
시나래마을,5
식물관련시설축사,5
농업용단독주택,5
순수실,5
관리소및노인정,5
굼벵이사육사,5
작전시설,5
근생및숙박시설,5
농축산물,5
창고시,5
쓰레리처리시설,5
배출가스,5
4다가구,5
선박출입항신고소,5
창업보육센터,5
주택15가구,5
본건물,5
근린생활시설및제2종근린생활시설,5
착유대기장,5
유기질비료공장,5
시멘트블럭조,5
지하대피실,5
개선사업,5
9동,5
수산물산지가공시설,5
주방및,5
농협구판장,5
저유조,5
ess전기실,5
8동,5
석유창고,5
통합관리센터,5
판매영업시설,5
종친회,5
냉동기,5
비가림운동장,5
닥독주택,5
대법당,5
근린생활시설및교육연구및복지시설,5
무인텔,5
호이스트,5
rto판넬실,5
김건조공장,5
33세대,5
제조업소창고,5
순수처리실,5
2종근린생활시설외2,5
농산물건조및보관,5
제본기계제조업,5
동물및식물곤련시설,5
미꾸라지양식장,5
프레스공장,5
케빈,5
제2종근린생활외1,5
지하통로,5
연초막,5
다목적개량곳간,5
주류창고,5
자동차수리공장,5
레미콘제조시설,5
풍여장,5
동물관련시설외,5
사슴관리사,5
종합경비실,5
다세대주택16세대,5
96정주권융자주택,5
중기정비공장,5
전기차,5
탐조등실,5
실내축구장,5
v중계소,5
지게차차고,5
유기질비료제조,5
방송중계소,5
분리수거,5
수복방,5
주택및헛간,5
목재도구,5
투약실,5
검정고시학원,5
14동,5
폐수장,5
제품전시실,5
오수처리기계실,5
산영각,5
변사,5
다세대주택외2,5
오수정화조기계실,5
6블럭,5
교직사,5
unloading,5
교회시설,5
eps,5
영정각,5
회관및,5
보건실,5
우수저류조점검층,5
고압가스저장고,5
중계,5
부택,5
화약취급소,5
건축물부설주차장,5
농산물1차가공제조업소,5
무대창고,5
유기동물,5
목조주택,5
부건물,5
산림치유시설,5
공공개방시설,5
주차요금정산소,5
장어양식장,5
주택및한의원,5
공장및제2종근린생활시설,5
종합실험실,5
메주제조,5
육돈사,5
일반음식점외,5
숙,5
다세대주택및사무소,5
교육연구및복지시설문화및집회시설,5
재활용장,5
고시원및주택,5
미륵당,5
녹차제조업소,5
행복주택,5
선박제조업,5
단지형생활주택,5
교육연구시시설,5
제1동근린생활시설,5
퇴비저장창고,5
94세대,5
농업생활시설,5
부속창고및차고,5
두부제조공장,5
주민사랑방,5
산부인과,5
원룸형20세대,5
문간체,5
재활용생활폐기물보관시설,5
바비큐장,5
티하우스2,5
유희실,5
식품저장창고,5
알창고,5
다가구주택용,5
지역공공시설,5
액화석유,5
목제가구제조업,5
다가용,5
2종근린샐활시설,5
36,5
주상복합아파트,5
윤활유,5
창고및보일러,5
에어로빅실,5
보일라,5
원장실,5
입주자대표실,5
주차장관리사,5
4블럭,5
음식물쓰레기처리실,5
행정복지센터,5
체력단련시설,5
해태처리공장,5
95농가주택,5
202동,5
시청사,5
노동회관,5
사설우체국,5
시설관리실,5
차옥,5
업무시설외2용도,5
고남국민학교,5
과수저온저장창고,5
재활용물품보관소,5
저장및정비시설,5
자연휴양림시설,5
소매점및휴게음식점,5
마을회관부속창고,5
타르생산과,5
농축산물가공처리시설,5
주차장1,5
벽돌및블럭제조업,5
포장용프라스틱성형용기제조,5
농림수산업용창고시설,5
산물벼건조저장시설,5
약품저장창고,5
76세대,5
차체조립공장,5
문수전,5
동물관련시설및주택,5
지하대피호,5
이불제조,5
목제건조장,5
