기타_용도_분리,Total Count
우사300,3
경비실및휴게실,3
온수장,3
학생골프연습장,3
곤축사육장,3
부목사실,3
졔1종근린생활시설,3
배전반및자동제어반,3
관리실및경비실,3
노동조합사무실,3
관리실및물탱크,3
식당매점,3
점포88,3
주현관로비,3
932,3
그외기타프라스틱제품제조업,3
유독물제조및보관창고,3
지하층출입구,3
충효체험관,3
농기계경납고,3
부대휴게음식점,3
기계발전실,3
62m2,3
실기교육장,3
qc룸,3
청소년기능실,3
노인쉼터,3
717,3
학부모상주실,3
의료가스공급실,3
시료보관창고,3
태양광시설,3
강연장,3
젖갈공장,3
액화가스보관창고,3
배전반실외,3
빙축열조,3
수집기계실,3
121동,3
합금제조업,3
밤나무관리사,3
포사,3
근린의료시설,3
화장실면적포함,3
양사제,3
열람공간,3
가동n,3
내정,3
수처리빌딩,3
고구마가공공장,3
tv통신중계소,3
다가구주택용단독주택,3
보일러콤프레샤실,3
주행시험실,3
변소및다용도실,3
지역예비군부대사무실,3
광산변전실,3
설비가대,3
생활편익및주민복리시설,3
농가구,3
철골시설물,3
육상경기장,3
미술계,3
주택지하대피소,3
일반공장및제품창고,3
결정건조실,3
제방공장,3
증결탑,3
분재전시장,3
고시원9실,3
배수지기관실,3
예체는강습소,3
전시및부속동,3
곤충전시장,3
다세대주택5가구,3
cop실,3
군립공공도서관,3
단독주택5,3
제102호공용,3
27타석,3
rpc산물벼저장창고,3
영소,3
하수ㆍ환경,3
중앙관리사,3
furnace기계실,3
방음터널관리사무소,3
다세대5세대,3
오피스텔4ea,3
폐기물처분시설및감량화시설,3
사대2호,3
비상대기소103동,3
크링커저장고,3
배쳐플랜쳐,3
관람석비가림용시설,3
버스정류장시설,3
공동주택코어,3
ty서브스테이션,3
수산용창고,3
남학생,3
인프라구축용,3
관리소및식당,3
교육관및교회,3
31114,3
인삼약초가공시설,3
지하실및관리사무실,3
주차설비시설,3
감귤저장고및,3
무인변전소,3
대피소및화장실,3
부속창소,3
전기공급실,3
메이크업,3
레미콘공장사무실,3
성보박물관,3
예비공간,3
소매점39,3
공드럼보관소,3
유치원및식당,3
76m2연면적제외,3
경로당등,3
생강굴,3
미디어카페,3
방재반실,3
운수,3
특수시설,3
단체식당,3
1082,3
lg,3
외부연결계단,3
게스트하우스3,3
체조교실,3
계단실단독주택,3
1층근린생활시설,3
소재실,3
평량반,3
종합구내통신실,3
제2존근생,3
접수대기실,3
안전지킴이시설,3
저장액비,3
107동1층에위치,3
고가수조및계단실,3
도료저장소,3
기계식주차및,3
목,3
lipf6,3
소매점4호,3
개인하수처리시설,3
버스스테이션,3
구조견사,3
금속제조업,3
정화조중간관리실,3
가공연구실,3
상가전용,3
oxfb,3
판유리,3
재활전문센터,3
주차구획,3
환경관련법령에의한,3
화장실및계단실42,3
시설및,3
1963건축,3
편성,3
기준공,3
가성소다탱크실,3
생선,3
농산물가공판매시설,3
복층1세대포함,3
공드럼보관장,3
가축시장사무실,3
주차장68,3
보일러실및발전기실,3
1호기,3
기계배관실,3
주차장142,3
공용core,3
아동부실,3
가스제어실,3
sm공장,3
프로그램실1,3
특수유흥업소,3
차량관리사무소,3
1934년건축,3
g창고,3
쇄빙실,3
법인사무소,3
노유자시시설,3
아궁이집,3
한옥부재가공제조업소,3
골프숍,3
관리실노인정,3
120동,3
제2종근린생솰시설,3
숙성,3
저수조관리층,3
제설,3
액화석유가스충전,3
지하실36,3
칫과,3
폐콘크리트,3
사제관실,3
일반음식점62,3
7m2,3
바둑실,3
재활용품분리장,3
사무실23,3
기계실pit,3
사무실141,3
과수용창고,3
야간보호센타,3
제1종근린생활실,3
일반자재,3
배출수지계단실,3
특별전시동,3
느타리,3
면적및층수,3
자동차엘리베이터,3
터미날,3
금융자동화코너,3
씨오2,3
캠프장숙소,3
민방위급수장,3
장류제조공장,3
초기자돈사,3
소매점등,3
생산1과,3
의무소방대기실,3
여과조절지,3
주민공용공간,3
5다구,3
승무원식당,3
가공기계제조업,3
문구사,3
자동차관리사무소,3
변전실및기계실,3
디용도실,3
bud,3
부2,3
탁자제조,3
밧데리충전장,3
제2호펌프실,3
화학탱크실,3
가로등제작,3
청운당,3
루베오일쉘타,3
인버터기계실,3
냉장공장,3
동정문,3
4층중층,3
공구상,3
구내통신,3
방충실,3
12포함,3
강담,3
아파트13동,3
콘트롤센타,3
공장및휴계실,3
천마종묘재배,3
2rk출하실,3
영업소및회의실,3
신경정신과,3
버섯종묘배양실,3
노유자시설및숙사,3
교수연수실,3
자동차도장실습동,3
대령관사,3
소매점및건축자재상,3
커뮤니티룸59c,3
다른용도로분류되지아니한사회복지시설,3
고정장비보관소,3
헌병대,3
a부지,3
성게제조장,3
mpo공장,3
공공관저,3
펠렛제조공장,3
전술자재차양대,3
벌,3
원생숙사,3
차량부스,3
석고제조실,3
보드장,3
tt93,3
c구동부1,3
소형주택3세대,3
출하실및,3
계단공조,3
24개실,3
경영과동,3
농협예금취급소,3
기혼,3
항만관제실,3
본드공장,3
미혼모복지시설,3
일부공용면적,3
완제의약품제조업,3
묘지관리실,3
자동차제품제조업,3
지적공사사무소,3
종합보훈복지회관,3
산업공학과,3
채소절임식품제조업,3
4증,3
민물고기생태학습관,3
어민회관및경로당,3
대피소및공동저탄소,3
신도용기숙사및집회소및기도실및교회유치원,3
분청,3
복지후생,3
통합돌봄센터,3
번호301,3
종합훈련시설,3
nrc,3
남고변소,3
사택및기도실,3
소방설비창고,3
세라믹공장,3
초방,3
달팽이사육장,3
저온냉장실,3
일용품소매점및일반음식점,3
급식소및다목적교실,3
차가공업,3
고철검수실,3
농기계및조사료보관창고,3
사무소4,3
옥외실습장,3
농용자재판매장,3
동로,3
트럭하역실,3
0101,3
농어업창고,3
기계실및옥외계단,3
정신보건센타,3
사무실및진료실,3
자재입하장,3
농기계창고및사무실,3
여경노당,3
골판지제조업소,3
빵및떡제조업,3
농산물가공처리시설창고,3
염소간,3
간판제조업소,3
주택및관리실,3
전오존실,3
고가초소4,3
물리재활실,3
ut실,3
부석건물,3
화장실및창고시설,3
엔진적재장,3
공장관리사무소,3
제2종근린생활시설및다세대주택,3
계분홀,3
정비샵,3
다중중택,3
엘리베이터로비,3
문화공방,3
의장부,3
약품소독실,3
양장,3
포자배양장,3
공예품관련,3
유광상소유,3
산소충전소,3
qa실,3
교통조사계,3
정전,3
경비숙직실,3
장식용목재제조업,3
주민공동계단실,3
시멘트블럭,3
충전설비,3
6학급,3
권사실,3
소부실,3
자판기시설,3
일반음식점65,3
영화상영관,3
지회장실,3
미용원및주택,3
미용원27,3
학부강의실,3
인공포육실,3
사무실및공구실,3
멀티미디어문화컨텐츠설비,3
배송센터,3
혼화조,3
그라스울판넬,3
구조실,3
승강기부속실,3
퇴비사및싸이로,3
탈사시설,3
먹이배양동,3
9가구용,3
온,3
보장전,3
농수산물가공처리공장,3
양곡저장고,3
셀프빨래방,3
해태가공,3
주하주차장,3
어촌계마을회관,3
사령실,3
78년준공,3
폐고무재활용,3
합성및특수표면처리종이제조업,3
점포다과점,3
매매상사사무실,3
양액재배실,3
수리수선작업장,3
계단및대피소,3
n4,3
1층1가구의상층,3
제일반음식점,3
산소부화실,3
연구생산시설,3
개인주택,3
3층가구,3
식품가공판매,3
449,3
농업용저온,3
차고관리사무실,3
물탱크실및계단탑,3
의원및소매점,3
모터카고,3
부잠사,3
호장실,3
주택대피소,3
106동1층에위치,3
다대주택,3
학원등,3
창고21,3
대두유탱크,3
래핑실,3
분리수거대,3
근린생활시설시설부분,3
창고및샤워장,3
주차부속창고,3
17증축,3
철강,3
야적장관리사무소,3
부속3,3
방재쎈터,3
pro,3
y시설,3
회계학원,3
시술소,3
사무실1호,3
농악실,3
노인숙소,3
입시,3
관리실및대피소,3
성형외과,3
fitting창고,3
부설화장실,3
재활용교육장,3
면적서제외,3
주차장172,3
신흥암요사체,3
998,3
농사용농막,3
윤동시설,3
우사및방,3
주차장및경비실,3
견사퇴비사,3
가공창고,3
선불당,3
조형물,3
축계사,3
퇴비사포함,3
청소년게임,3
샌드위치패널,3
농어촌형승마장,3
소방약제실,3
연구소1,3
폐품수집장,3
47년,3
365창구,3
프로,3
체육부대시설,3
옥외전파시험소,3
전파시험소,3
독서방,3
착유기계실,3
수전전기실,3
729,3
53평,3
도정공장및창고시설,3
준공검사,3
엘리베이터실기계실,3
계단실및부속창고,3
자차장,3
종업원숙직실,3
서각,3
대중음식점및사무실,3
곡물조리식품제조업,3
통신대,3
피로리,3
오피스텔elev,3
민속공연장,3
발효기실,3
생산품보관창고,3
진로상담실,3
외경,3
가구용품소매점,3
및숙박시설,3
선박급유취급소,3
5매장,3
점포예식장사무실,3
간호학과본관교실,3
유기견동물보호소,3
대한지적공사,3
고등학교다목적교실,3
조미료제조업,3
골프장지원시설기숙사,3
톱밥퇴비생산시설,3
학생매점,3
마그네시아,3
subsea,3
전기콘트롤빌딩,3
거,3
주민공용독서실,3
체험ㆍ홍보관,3
축분건조실,3
광주원호회관,3
여사동,3
공동작업장및공동창고,3
1차침전지계단실,3
1호석탄치장,3
갱의실및샤워실,3
관정오염방지시설,3
기관차사무실,3
타일전시장,3
보일러실28,3
폐수및수처리건물,3
51a동,3
창고관리218,3
트럭판매장,3
사무용인쇄물및유사제품,3
1893년,3
관리본동및여과지동,3
을지로3가파출소,3
육가공제조업소,3
매트리스및내장가구,3
관상수녀원,3
of,3
도서관및급식소,3
기결5사,3
이엘이,3
자동분석기계실,3
여관및다방,3
셔츠및체육복제조업,3
황산조정실,3
농기계수리점부품창고,3
56베드,3
방송장비제조업,3
커텐장식점,3
주민운동시설202,3
중고용품매장,3
공도,3
김영택,3
목향실,3
노천강당,3
단주주택,3
당회원실,3
및사무소,3
송수펌프장,3
교무처장실,3
차고및점포,3
814,3
운영사무동,3
부대급식,3
점집,3
축사주택,3
차양대2,3
절임,3
창고시설및변소,3
화학섬유직물직조업,3
차고및관리실,3
귀뚜라미사육시설,3
공사용현장사무실,3
거점세척소독시설,3
오일저장고,3
주택76,3
근린생활시설및유흥주점,3
주민건강증진실,3
상가음식점,3
고등부,3
자연대,3
자동자료처리장비제조업,3
401호하층,3
기계장비창고,3
치리시설,3
전분건조장,3
교회탑,3
장년부실,3
청소년자료실,3
공동농산물간이집하장,3
관광지관리사무소,3
공예체험실,3
미디어홀,3
저장고관리사,3
수소정제기,3
갯벌체험장,3
폐기물보관소2,3
삽입,3
대추저온저장고,3
계량곡간,3
방풍실등,3
elev승강기탑,3
층수산입면적제외,3
벼건조저장,3
수질개선장치,3
대사무실,3
컨베이어실,3
펜트리,3
공무과사무실,3
무기소,3
메타실,3
방앗간채,3
제과업,3
가스충전기,3
diy,3
345kv,3
구내급식소,3
기존126,3
녕릉,3
상옥설비,3
맹금사,3
엔진연구동,3
오존생성실,3
북부농가,3
상층과복층,3
분류되지,3
기계실및계단,3
회수건조실,3
질소가스실,3
엘피지충전소,3
절임배추가공,3
지하주차장및창고,3
주차장및저수조,3
옥외관람석,3
창고퇴비사,3
장로실,3
기타전시관,3
교통안전교육장,3
창고22,3
공기충진실,3
순수처리동,3
용적률산정면적산입제외,3
주택및식육점,3
공기정화시설,3
액화가스보관소,3
한복,3
주택82,3
동물및식물관련시설및창고,3
웨이트장,3
공기조화기실,3
복합커뮤니티시설,3
스포츠맛사지,3
스카이파크,3
비가림우사,3
측분건조장,3
소방대기공간,3
어업인대기소,3
경로당및창고,3
역부속사,3
휴게카페,3
재능기부센터,3
청학루,3
양어장부속,3
목욕탕여관,3
재제공장,3
옥내저장소2,3
국립공원관리사무소,3
동물유치원,3
기계운영실,3
원료투입,3
제어실등,3
폐수펌프장,3
운동선수숙소,3
직업훈련,3
광역지자체사무실,3
농업인교육원,3
경사스라브,3
서적출판업,3
간추,3
미포합,3
음료공장,3
일반창고2,3
교육장실,3
생할편익,3
장애인전용화장실,3
제1종물품창고,3
생활및,3
철판제작,3
미사용,3
소매점7,3
상수도정수장,3
생산장,3
시장옥,3
양발편조업,3
발브실,3
세덕사,3
잡고,3
욕실및세탁실,3
양어사료공장,3
휴양콘트미니엄,3
교반발효장,3
일반철골,3
생가복원,3
학술,3
유물보관창고,3
카리프트포함,3
톳,3
사무소32,3
광풍각,3
룸가요방,3
자동차용품판매,3
조정실2,3
회화용품제조,3
석고보드공장,3
합판공장,3
농산물간이저온저장고,3
주차타워및,3
자동차과실습실,3
전기작업장,3
관리및장비창고동,3
서비스실,3
플라워샵,3
다원,3
건초및사료창고,3
의원등,3
가스저장탱크기계실,3
우수저장소관리층,3
응집침전지,3
세탁물보관창고,3
지역아동복지센터,3
카바나3,3
4층의,3
compartment,3
co2가스보관실,3
지하수기계실,3
교회부속,3
행정안내실,3
새우,3
변전실및발전실,3
1899,3
주상탈규,3
각종기계실,3
생활폐기물저장소,3
사무실및교환실,3
제51호,3
지하5층,3
스크랩,3
진단실,3
기존3동,3
이끼재배사,3
전기실b형,3
축산연구실,3
교실96,3
서양식음식점,3
기결4사,3
산화수처리실,3
욕탕및여관,3
환경농업교육관,3
판유리제조,3
점포및주택및여인숙,3
부속2동,3
신본관사무실,3
강의실및교수연구실,3
pcm공장,3
1953년건축,3
사일로송풍실,3
충돌실험장,3
장애인직업재활훈련시설,3
e교육센터,3
스러지,3
함침실및위험물처리시설,3
냉장실및동력실,3
계단실및승강탑,3
48x5,3
석고프라스터공장,3
음악창작소,3
의료기기제조업소,3
근린시설및근린공공시설,3
연구위원실,3
작목반창고,3
서구치매안심센터,3
트랜스퍼하우스,3
정수장배수지,3
농수산물제조공장,3
터번및제어실,3
단돋주택,3
교육생생활관,3
3호냉각기실,3
서예실및교관숙소,3
철구공장부속건물,3
벤딩,3
폼푸실,3
학습역량강화실,3
가금,3
버너쿨러,3
장류제조업공장,3
대기출하실,3
볏두리,3
노동사무소,3
희질산공장,3
서브창고,3
타이어코트공장,3
기숙사및교관숙소,3
균질화,3
와룡연립주택,3
창고및관리사무실,3
대공분실,3
난방기구,3
다가구5대,3
소매점다방,3
초침수전실,3
임산물연구소,3
사원크럽,3
중간육성도,3
위험물생산동,3
023,3
모듈러병영생활관,3
주차장코어,3
실창고,3
정수장관리본관,3
다가구7세대,3
도시형생활주택6가구,3
코아및계단실포함,3
옥상대피공간,3
사찰및포교실,3
철공업사,3
현장운영건물4군,3
구병동,3
홈베이스교실,3
cdc합성설비동,3
tod,3
연소시험공장,3
저층부계단,3
비상엘리베이타,3
기수숙소,3
주공장동,3
농업용창고및작업장,3
농산물간이직판장,3
생산동및냉동창고,3
주거지원시설,3
목기제조,3
2허가,3
이불점,3
허가91,3
잠포,3
와인클럽,3
보세품창고,3
소화탑밸브실,3
주유소및사무소,3
마트창고,3
공원시설물,3
가압장기계실,3
황산공장,3
가스조립동,3
주차장170,3
남자락카룸,3
p기계실,3
다가구주택401호,3
달팽이양식장,3
톱밥발효우사퇴비사,3
원료하치장,3
구내작업장,3
간이tv,3
3k,3
등애사육,3
버섯배양시설,3
저온창고및작업실,3
기숙사창고,3
수변전소,3
학감실,3
계분저장소,3
금속가공제품제조,3
907,3
소매점92,3
종교사무실,3
의료및,3
공용실험실,3
선별장및,3
전화주단자실,3
슥박시설,3
다목적교류센터,3
농휴정,3
농산물제조장,3
쥐치포가공공장,3
필로티면적제외,3
사무실및현관,3
v샤프트,3
교배임신사,3
노인공중목욕장,3
관리사4,3
완제품보관장,3
중개사사무소,3
제2철근공장,3
관광진흥법,3
단독주택39,3
cog,3
선화당,3
반찬,3
의료용물질및의약품제조,3
홍수예경보시설,3
공장용사무실,3
분말소화실,3
옹기건조장,3
무용연습실,3
제조설비실,3
농어가주택창고,3
성구,3
전통음식체험장,3
305동,3
아이돌봄센터,3
gallery,3
1977년증축,3
목욕탕및근린생활시설,3
복지생활관,3
no9,3
경로회의실,3
코어및복도,3
대시실,3
빗물관리실,3
모터카실,3
폐기물중간재활용업,3
무공해공장,3
유티리티동,3
오일펌프룸,3
제2종근린생활시서설,3
1층연결,3
2동연결통로,3
발한실,3
비상물탱크실,3
신도실,3
문화체험실,3
밴드부실,3
주민생활상담실,3
축산분뇨,3
지하1주차장,3
금융업소사무소,3
저온저정고,3
주차장120,3
시음실,3
소매점주차장,3
복리후생,3
기계실11,3
공유세탁실,3
액화가스판매,3
재가복지노인전문요양원,3
학생통합지원센터,3
배합시설,3
교육원및식당,3
복지및근린생활시설,3
소형주택8세대,3
dpc기계동,3
호화장,3
제품시험동,3
데크코어,3
친환경농업관리실,3
센터연구실,3
x12개소,3
전동기조정실,3
시험산란계사,3
도시형생활주택x4세대,3
chlorination,3
생활편익시설및제2종근린생활시설,3
통로3,3
소매점86,3
공조덕트실,3
임상검사실,3
추인허가,3
기계실및정화조,3
배합동,3
63동,3
영화촬영스튜디오,3
근린제조시설,3
권사회,3
셀타하우스,3
이용원및미용원,3
29일,3
210동공용,3
특활교실,3
종업원기숙사,3
뇌관개함소,3
기계저수조,3
제조업소및수리점,3
펌프실30,3
v승강로,3
부동산중개업소47,3
보온저장고,3
20허가,3
642,3
로비및관리실,3
노인정집회실,3
사찰부속건물,3
배양창고,3
독서토론실,3
유량계,3
루상각,3
인도어골프연습장,3
현장교육실,3
공압기실,3
체육관상부,3
장의실,3
곶감건조대,3
663,3
신현대에너지,3
창고3동,3
다과,3
기사대기실및,3
농촌형승마장,3
번식,3
단체예약실,3
설치용금속탱크및저장용기제조업,3
양진당,3
선반실,3
재활용건조장,3
본청사2,3
사무소25,3
근린생활시설164,3
방과후,3
제2중근린생활시설,3
위험물판매취급,3
황초굴,3
좌욕실,3
유기농퇴비사,3
wfs,3
사료급여실,3
오디오부품재조업,3
옥외배전반,3
버섯재배사및,3
대흥루,3
정경,3
7층복층1세대,3
수영장펌프실,3
제2종근생근린생활시설,3
우렁이,3
말사육시설,3
관광호텔8객실,3
액비사,3
돈분건조실,3
회의실및식당,3
면대사무실,3
중장비실,3
부속복지관,3
아파트및제1종근린생활시설,3
복층중하층,3
샤워실1,3
제2종근린생활시설사,3
문화관람실,3
두부및유사식품제조업,3
마늘저장창고,3
제품b,3
티룸,3
육축,3
게임제공업소pc방,3
오케스트라피트,3
대전수학문화관,3
유기견보호소,3
복도포함,3
미역가공건조장,3
정화동,3
22현재미등기,3
종교집회장및단독주택,3
축산실험실,3
어린이휴게실,3
폐지압축장,3
급수펌프장,3
대기환경분석계실,3
주택용차고,3
위허물저장및처리시설,3
대형차고,3
선교회실,3
농기계용,3
박한성,3
wc및계단실,3
공공작업장,3
창고43,3
여관5실,3
야생동물,3
이천동442번지,3
자동차관련시시설,3
건축자재야적장,3
관리사무소동,3
창고및복도,3
더동,3
산업기계,3
미곡저장고,3
bottom,3
대학입시학원,3
추가준공,3
기계실상부,3
제2공근린생활시설,3
1967준공,3
종이컵제조업,3
옥외저수조,3
식당및교실,3
케이블피트,3
뽐뿌실,3
전기배관실,3
1단독주택,3
현관및창고,3
주차장796,3
청소요원실,3
농기계전시장,3
2종린생활시설,3
체험교육시설,3
실험실및화장실,3
851,3
창고기계실,3
김치창고,3
공유시설및주차장,3
원름형,3
절임배추가공공장,3
804호,3
웅비관,3
가공판매시설,3
메탄올,3
교육및실습실,3
농산물작업장및유통시설,3
이용원및주택,3
연립주택7동,3
시민새마을금고,3
사료화,3
soda,3
경금속기술개발연구소,3
주택겸공장,3
기로린시아2호기전기유압실,3
남한산성관리사무소,3
공장a,3
사제관및회관,3
다가구6주택,3
g생산실,3
계단실및주차관리실,3
협력대기실,3
농축산업용조사료창고,3
항만근로자휴게소,3
어학연구소,3
맘껏하우스,3
검정고시,3
차량el,3
기타질소화합물제조업,3
현대공예관,3
폐산처리시설,3
부대시설주차장,3
파지수거장,3
군시시설,3
엘리베이터및코어,3
다가두,3
농수산물판매,3
보건과학2관,3
청량산박물관,3
수산시장,3
elvt,3
남자수용실,3
철구공장,3
화훼온실,3
원료공정,3
호텔뷔폐,3
학봉정,3
실험실및공무공구창고,3
펌프실6,3
관리사무소노인정,3
포병고군boq,3
공공용건축,3
명인홀,3
포장용판지종이,3
농조양수장,3
커뮤니티룸152a,3
피지엘유티리티,3
미결1사,3
부설초교다목적교실,3
도원동사무실,3
동사무소청사,3
허브체험실,3
후문검색동,3
근로복지회관,3
간이급수양수장,3
창고탑,3
학습지원공간등,3
15c창고,3
다세댁주택,3
수취함,3
방4실,3
세탁물건조공간,3
특수학교c,3
주택건설촉진법제31조에의한판매시설,3
테라스5층,3
휴게음식점점,3
수용원,3
옥내경사로,3
제2종근린생활시설학,3
l8,3
2b동,3
강화프라스틱성형제조,3
선박용기자재,3
응용장치제조업,3
수영장외,3
도원사,3
주택및여인숙및근린생활시설,3
집회시설종교집회장,3
분양복리시설,3
자동차중기정비고,3
숯생산시설,3
원토저장고,3
교직원주거시설,3
휴식,3
임가공식품냉동공장,3
가스중앙공급실,3
학교창고,3
소매점및제조업소,3
부속전시장,3
전동골프카고,3
직원숙소1동,3
지상코아,3
조절지,3
선방1,3
농임산물판매장,3
랑하,3
신관사,3
홍살문,3
남자독서실,3
bunkering,3
디피점,3
측,3
1홀,3
조선시설,3
퇴비화동,3
최종침전조,3
19207,3
b18,3
반응기설치실,3
기존사무실,3
발효탱크,3
황토벽돌제조공장,3
당구장및점포,3
복합문화전망대,3
영농보관창고,3
우유창고,3
cleaning,3
제2송풍실,3
수산물1차가공공장,3
유층주점,3
축사기계실,3
트럭판매동,3
분료및쓰레기처리시설,3
38년도,3
뷔폐공용,3
유화장,3
처리신고업,3
제3,3
사무소26,3
임대3세대,3
다목적체험실,3
우편함실,3
분리수거동,3
수위관측,3
버섯종묘배양시설,3
마을청년회관,3
3층복층1세대,3
휴게음식점및주택,3
근린생활시설111,3
기능실습장,3
치매지원센터,3
장독대및,3
곡물건조용건조기,3
작은방,3
로드밀실,3
퇴비고,3
어구의점포,3
관찰실,3
농기계주차장,3
원예퇴비사,3
1936년준공,3
교사4동,3
제조사무실,3
기혼자,3
운산정,3
국민숙사,3
터미널관련시설,3
도축및육가공공장,3
충전작업장,3
구동창고,3
작품전시실,3
20년,3
지주교장,3
관음루,3
소매점화장실,3
직업재활원,3
수제실,3
오수처리시설관리동,3
광고사,3
완강기체험장,3
vacuum,3
오일보관창고,3
mtb장,3
맘앤키즈카페,3
관리세대,3
우량,3
침구류제조업,3
패널,3
1세대는,3
공동욕실,3
기계단실,3
수골실,3
펜실,3
작목반휴게실,3
숙소시설,3
형강,3
목공예전시장,3
1전기실,3
882,3
40m,3
민속문화재전시창고,3
승강기및계단,3
경비1동,3
농산저온저장고,3
농산물공동선별장,3
농업용창고관리사,3
위험물옥내,3
농사물보관창고,3
전용61,3
샘플창고,3
신신각,3
분쇄창고,3
사무실및펌프실,3
용수펌프,3
5층동일가구,3
귀농귀촌체험장,3
목공체험장,3
1가구복층형,3
기계실엘리베이터,3
co2저장실,3
해사관련사무소,3
방갈로7,3
촉매보관,3
미들하우스,3
호박저장고,3
주택10,3
수정사,3
지상저수조,3
2분괴공장,3
특정건축물,3
사고,3
계단실및주민공동시설,3
원단창고,3
corex산소설비,3
분료저장고,3
항공유저장고,3
타실,3
2층에,3
단독주택의,3
황석리고가,3
지층공유,3
718,3
예식장사무실,3
브로아동,3
물텡크,3
주택및창고시설,3
슬레이트지붕,3
주차요원휴게실,3
주택5호,3
창고12,3
원격교환기계실,3
전신전화시설,3
95융자지원주택,3
건설,3
lpg판매시설,3
가스브로와실,3
금융영업소,3
일반용조명장치제조업,3
버섯작업장,3
1902,3
음악동,3
웨딩숍,3
리스킹카보관창고,3
수질tms실,3
수영장pit,3
토론실,3
축사관련시설,3
비즈니스실,3
근생용창고,3
공장및저온저장고,3
환경조절육성돈사,3
농축오니펌프실,3
노인복지설,3
기계설비시설,3
포장용상자제조업,3
폐사처리장,3
남여탈의실,3
제조장및식당,3
mof실,3
uv소독조,3
계강습소,3
콤푸렛사실,3
부품보관장,3
28반휴게실,3
주택용보일러실및,3
예비전산기계실,3
석탄하하장,3
건식세차장,3
과수집하장,3
농수산물시험연구소,3
입주민시설,3
제빙,3
위험물저정소,3
국민연금공단사무소,3
건조물,3
사무실8,3
재처리장,3
터널식방역시설,3
펜싱경기장,3
elelv실,3
전복양어장,3
기타관림장,3
식당및수위실,3
pdr,3
open,3
매매사무소,3
인터넷검퓨터게임제공업소,3
대교리실,3
930,3
시스템실,3
대광전,3
총인처리,3
쉐어오피스,3
이미용업소,3
50평,3
쌍청루,3
운전자휴게라운지,3
warm,3
씨엔티,3
채석장,3
공해감지시설,3
목공작업실,3
파라디클로로벤젠,3
basin,3
식물관련시서,3
마을회관노인정,3
코크스중앙제어실,3
압연전기실,3
fs공장,3
가축분뇨진공건조장,3
기체여과기제조업,3
간이숙박,3
매체제조업,3
grinder,3
브랜씽,3
상가시장,3
산약초체험방,3
폐수장관리실,3
번호302,3
교외사택,3
기타공공청사,3
열수송연계시설,3
상자세척장,3
주택및차고및보일러실,3
공장및경비실,3
목욕탕겸점포,3
필로치주차장,3
보호용쉘타,3
사원용주택,3
및동물원관리사무소,3
아동원사c동,3
38년,3
분쇄품창고,3
교직원연립관사,3
보조싸이로,3
마을공동농촌체험관,3
냉동창고농수산물,3
수도서비스센터,3
재난대비보관창고,3
다가구용단도주택,3
빗물저류조점검층,3
보조출입통로,3
웨트프로세스b,3
수렵장관리사,3
위락시설및점포,3
건자재판매장,3
부사관식당,3
대형중기,3
작가,3
f차양대,3
다세대5,3
농촌주택및창고,3
대차실,3
성형실공장,3
단톡주택,3
죽염제조공장,3
소방기계전기실,3
필드전기실,3
농산물냉동저장고,3
비광물유제실,3
p조정실,3
물리실험동,3
근린생활시설및판매시설관리실,3
승무관리동,3
통계사무소,3
근린시설및대중음식점,3
위락시설점포,3
대전예술의전당,3
전시시설및근린생활시설,3
상가및관리실,3
교구청,3
오피스텔a동,3
숙성조사무실,3
석기공장,3
먹이배급장,3
새마을교육,3
택시공영차고지,3
감화반응구조물,3
작업소및연립주택,3
쓰레기자동집하시설,3
중증장애자,3
고객편의,3
임산물간이건조장,3
판금도장실,3
연립사택동,3
폐기물칩장,3
옹기,3
부품조립공장,3
하역장및복도,3
의료기기보관창고,3
배저온저장,3
종계축사,3
단독식콘도,3
종계계사,3
abs및부스프렌치기계실,3
교육및사무,3
이공대실습실,3
군립도서관,3
5구,3
안양원,3
장교,3
서편교사,3
주차관제부스,3
유치원및사설강습소,3
군의회청사,3
아동복지서설,3
공작용수공용제조업,3
26호동,3
저탄장및보일러실,3
폴리셔빌딩,3
제조장및창고,3
장갑제조,3
분청사기,3
공용욕실,3
자전거수리실,3
플랜트에세이,3
보일러실및물품보관실,3
자동차정비점,3
금형보관창고,3
정제및발효조미료제조업,3
노인정및공중화장실,3
주유소용캐노피,3
관리사무소집회소,3
혼거실,3
놀이터변소,3
꽃꽂이공예실,3
돈사및계사,3
건강식품판매점,3
tail,3
점포및미용원,3
산학협동연구시설,3
주유소기계식세차설비,3
안전센타,3
식물및동물관련시설,3
여자락카룸,3
농산가공실,3
분교,3
숙박소,3
오피스텔주차장,3
제2종근린생활시설및다가구주택,3
계단실연면적,3
2호관사,3
house동,3
판,3
육화료,3
공연지원실,3
고객지원실,3
일반음식점및휴게음식점,3
b타입,3
오피스텔1세대,3
창호판매점,3
저온창고동,3
창고헛간,3
영업소창고,3
종자,3
진공흡입장치실,3
목재작업장,3
경계초소1,3
제연급기팬룸,3
무허가축사추인,3
주택및유흥음식점,3
방창고,3
소금가공,3
사격지휘소,3
급식실및학생식당,3
응급치료실,3
영농지원센터,3
2후처리,3
필로티주차장및계단실,3
전기기기실,3
어,3
안정실,3
q2,3
생협사무실,3
이륜차검사장,3
위험울저장및처리시설,3
1948준공,3
유아화장실,3
파쇄공장,3
정비사실,3
배급소,3
앵무새사육장,3
차량소독장,3
주차출입로,3
반도체제조업,3
